text,label,preprocessed_text
"The Hayward , Calif.-based target designs active , casual and dress footwear , as well as boots and sandals .",neutral,hayward calif.-bas target design activ casual dress footwear well boot sandal
"The important thing now is to keep the bank 's existing 15,000 customers .",neutral,"import thing keep bank 's exist 15,000 custom"
"The Innova 2 building will be located close to downtown , in the immediate vicinity of Paviljonki and the travel center , and within walking distance from the heart of the city thanks to the trade fair bridge .",neutral,innova 2 build locat close downtown immedi vicin paviljonki travel center within walk distanc heart citi thank trade fair bridg
The interchange of Editors-in-Chief is a part of publisher 's goal to enhance job circulation in all personnel groups .,neutral,interchang editors-in-chief part publish 's goal enhanc job circul personnel group
The joint venture is planning a quick timetable for negotiating the lease of the potential wind farm areas and for charting the feasibility of the wind farms .,neutral,joint ventur plan quick timet negoti lea potenti wind farm area chart feasibl wind farm
The Kyroskoski investment is to be completed in late 2011 and the +_+Ænekoski investment in the spring of 2012 .,neutral,kyroskoski invest complet late 2011 +_+ænekoski invest spring 2012
"The Lemminkainen Group , headquartered in Helsinki , Finland , operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .",neutral,lemminkainen group headquart helsinki finland oper sector construct industri civil engin build contract technic build servic build materi industri
"The Lemminkainen Group , headquartered in Helsinki , Finland operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .",neutral,lemminkainen group headquart helsinki finland oper sector construct industri civil engin build contract technic build servic build materi industri
"The Marubeni Group focuses on creating `` value chain '' from upstream to downstream , encompassing a wide variety of business fields , including oil & gas , metals , mineral resources , foods , pulp & paper and chemicals , among others .",neutral,marubeni group focus creat `` valu chain `` upstream downstream encompass wide varieti busi field includ oil ga metal miner resourc food pulp paper chemic among other
"The most interesting export markets will be Russia , the Baltic countries and Scandinavia .",neutral,interest export market russia baltic countri scandinavia
"The most popular mobile data services are email , surfing the internet , as well as news and weather services .",neutral,popular mobil data servic email surf internet well news weather servic
The new B shares carry the right to dividend and other shareholder rights with effect from today .,neutral,new b share carri right dividend sharehold right effect today
The objective of the St. Petersburg office is first to boost the Company 's maintenance business .,neutral,object st. petersburg offic first boost compani 's mainten busi
The office space will rise above the remodeled Cannon Street underground station .,neutral,offic space rise remodel cannon street underground station
"The official opening of the office , located in Prague , will be celebrated on May 20 .",neutral,offici open offic locat pragu celebr may 20
The oil shale feeder-supply solution will deliver crushed oil shale to the shale oil refinery already in operation as well as to the novel Enefit-280 shale oil technology processing plant .,neutral,oil shale feeder-suppli solut deliv crush oil shale shale oil refineri alreadi oper well novel enefit-280 shale oil technolog process plant
"The operator is one of 6 operators to have been granted a WiMAX license in Taiwan , and hopes to be the first to launch commercial services in early 2009 .",neutral,oper one 6 oper grant wimax licens taiwan hope first launch commerci servic earli 2009
"The opportunity will be available only for few employees , however .",neutral,opportun avail employe howev
"The order includes a steel frame , load-bearing roof structures and partition wall elements , and Rautaruukki said it expects to complete installation as early as May next year .",neutral,order includ steel frame load-bear roof structur partit wall element rautaruukki said expect complet instal earli may next year
The Oxyview Pulse Oximeter is a common device to check patient blood-oxygen saturation level and pulse rate .,neutral,oxyview pul oximet common devic check patient blood-oxygen satur level pul rate
The plant would use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .,neutral,plant would use palm oil certifi roundtabl sustain palm oil rspo
"The port operator , however , favors retaining the port fees in 2010 , citing the owner , the governemtn of Estonia , commiting the port to pay EEK 400mn ( EUR 25.56 mn USD 36.44 mn ) in dividends to the state in 2009 and another EEK 300mn in 2010 .",neutral,port oper howev favor retain port fee 2010 cite owner governemtn estonia commit port pay eek 400mn eur 25.56 mn usd 36.44 mn dividend state 2009 anoth eek 300mn 2010
The price for logs has clearly improved from 2009 and also the price of pulpwood has gone up .,positive,price log clearli improv 2009 also price pulpwood gone
The product 's front-edge folding maximizes weather resilience and enables a seamless roof finish .,neutral,product 's front-edg fold maxim weather resili enabl seamless roof finish
"The program included operational improvements and reductions in personnel , mainly in the Netherlands .",neutral,program includ oper improv reduct personnel mainli netherland
The project is expected to be completed in 2009 .,neutral,project expect complet 2009
"The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying .",neutral,reason st. petersburg statu capit one particip meet quot chikunov say
"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players .",neutral,report goe provid detail profil ten lead european specialti chemic compani brief profil major player
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",neutral,report profil 614 compani includ mani key nich player worldwid black decker corpor fiskar corpor fiskar brand inc. husqvarna outdoor product inc. k+ group ryobi technolog inc. scott miracle-gro compani van group inc.
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",neutral,report profil 614 compani includ mani key nich player worldwid black decker corpor fiskar corpor fiskar brand inc. husqvarna outdoor product inc. k+ group ryobi technolog inc. scott miracle-gro compani van group inc.
"The Russian government will contribute 20 % of the necessary funds , he said .",neutral,russian govern contribut 20 necessari fund said
"The sale will allow Campofrio to focus on its recently announced takeover of Groupe Smithfield Holdings , the European unit of Smithfield Foods Inc. ( SFD ) of the U.S.",neutral,sale allow campofrio focu recent announc takeov group smithfield hold european unit smithfield food inc. sfd u.
"The scope of the project is to find the most cost-efficient method for phosphorous removal and to deliver the storing and dosing equipment , which can be used in continuous operation at the plants .",neutral,scope project find cost-effici method phosphor remov deliv store dose equip use continu oper plant
The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones .,neutral,server respons manag devic user account desktop client applic enabl remot access mobil phone
The service developed by Digia facilitates the work and resourcing of health care personnel during vaccination campaigns while providing them with monitoring and management tools .,neutral,servic develop digia facilit work resourc health care personnel vaccin campaign provid monitor manag tool
The share of the share capital of both above mentioned shareholders remains below 5 % .,neutral,share share capit mention sharehold remain 5
The shares carry a right to dividend and other shareholder rights as from their registration with the Finnish Trade Register .,neutral,share carri right dividend sharehold right registr finnish trade regist
"The shares shall be repurchased through public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders .",neutral,share shall repurchas public trade reason share repurchas otherwis proport hold sharehold
The shipyard hopes the regional government in Andalusia can offer its some form of financial support .,neutral,shipyard hope region govern andalusia offer form financi support
The shopping center will have a prime location right next to the Myllypuro metro station .,positive,shop center prime locat right next myllypuro metro station
The solutions will be used for upgrading the networks of a Russian MSO in 37 different cities in Russia .,positive,solut use upgrad network russian mso 37 differ citi russia
"The StoneGate product family was designed to provide the full benefits of a unified management system including shared logging , reporting and auditing .",neutral,stoneg product famili design provid full benefit unifi manag system includ share log report audit
The subsidiary is setting up a facility for manufacturing high-density interconnection printed circuit boards or PCBs at Nokia 's special economic zone at Sriperumbudur near Chennai .,neutral,subsidiari set facil manufactur high-dens interconnect print circuit board pcb nokia 's special econom zone sriperumbudur near chennai
"The subsidiary will be responsible for filter sales , local assembly of filters and after market services in China .",neutral,subsidiari respons filter sale local assembl filter market servic china
"The total number of shares in the company will be 585,236,987 Innofactor group Innofactor offers its customers comprehensive solutions in the Microsoft environment .",neutral,"total number share compani 585,236,987 innofactor group innofactor offer custom comprehens solut microsoft environ"
The total value of the project is valued at SEK 30bn ( EUR 2.83 bn USD 3.81 bn ) .,neutral,total valu project valu sek 30bn eur 2.83 bn usd 3.81 bn
The trade is in accordance with the agreement announced on 26 March 2008 .,neutral,trade accord agreement announc 26 march 2008
The training modules aim at strengthening the public accounting abilities and fulfilling communal project management .,positive,train modul aim strengthen public account abil fulfil commun project manag
The transaction is expected to be completed next spring .,neutral,transact expect complet next spring
The trucks feature an Eco Drive system - a fuel measuring tool which stores data particular to individual drivers .,neutral,truck featur eco drive system fuel measur tool store data particular individu driver
The veneer and plywood industry in Sweden is quite small despite the raw material resources .,neutral,veneer plywood industri sweden quit small despit raw materi resourc
The writing and publication of Lemmink+Æinen - s history is a continuation of earlier collaboration between Antti Tuuri and the company .,neutral,write public lemmink+æinen - histori continu earlier collabor antti tuuri compani
"These products include Personal Communications products such as mobile phones and their parts , Home Communications products such as set-top boxes and electronics for flat panel TVs as well as Communications Networks products such as base-stations , tower-top amplifiers , and microwave systems .",neutral,product includ person commun product mobil phone part home commun product set-top box electron flat panel tv well commun network product base-st tower-top amplifi microwav system
"They re in a race with Google to get lots of users onto their service as social networking creates new business models , said Martin Garner , a London-based analyst with CCS Insight .",neutral,race googl get lot user onto servic social network creat new busi model said martin garner london-bas analyst cc insight
This beauty is an updated version of her chichi loop shade launched in 2001 .,neutral,beauti updat version chichi loop shade launch 2001
Through this transaction we are able to participate in developing the industry .,positive,transact abl particip develop industri
"Thus the group 's balance sheet will have about EUR25 .8 m of goodwill , the company added .",neutral,thu group 's balanc sheet eur25 .8 goodwil compani ad
"To check them out or to make a bid they will be in the Deka Showroom , Fortitude Valley .",neutral,check make bid deka showroom fortitud valley
Tracker G400 is a GPS collar for hunting dogs allowing to monitor the dog 's position and movements with a map application for mobile phones .,neutral,tracker g400 gp collar hunt dog allow monitor dog 's posit movement map applic mobil phone
Ulefos Group is the leading supplier of manhole covers in the Nordic countries .,neutral,ulefo group lead supplier manhol cover nordic countri
"Upgrades include a five megapixel camera , voice control , and what looks to be an optical mouse instead a D-pad -- an upgrade click-happy S60 has needed forever .",positive,upgrad includ five megapixel camera voic control look optic mous instead d-pad -- upgrad click-happi s60 need forev
UPM-Kymmene is one of the world 's leading printing paper producers with production in 15 countries and a sales network covering more than 170 companies .,positive,upm-kymmen one world 's lead print paper produc product 15 countri sale network cover 170 compani
Uponor has initiated actions to attempt to recover the cost of the replacement program from the supplier of the clamps as well as its insurance company .,neutral,uponor initi action attempt recov cost replac program supplier clamp well insur compani
Uponor maintains its full-year guidance for 2010 .,neutral,uponor maintain full-year guidanc 2010
"Utah 's capital wanted to be the next U.S. headquarters of Amer Sports Corp. , a ski-equipment company .",neutral,utah 's capit want next u.s. headquart amer sport corp. ski-equip compani
"Vaisala Oyj Stock exchange release 26.03.2010 klo 09.00 1 ( 1 ) The Annual General Meeting of Vaisala Oyj decided on March 25 , 2010 to approve the Company 's annual accounts for 2009 .",neutral,vaisala oyj stock exchang releas 26.03.2010 klo 09.00 1 1 annual gener meet vaisala oyj decid march 25 2010 approv compani 's annual account 2009
We are pleased to invite you to join M-real 's international conference call at 3:00 p.m. EET .,neutral,plea invit join m-real 's intern confer call 3:00 p.m. eet
"We warmly welcome him to Satama '' , states Jussi Lansio , chairman of the Board .",positive,warmli welcom satama `` state jussi lansio chairman board
Veracel is preparing an appeal in the issue and has asked the court for clarification of the judgement .,neutral,veracel prepar appeal issu ask court clarif judgement
What would you like to see changed on Nokia 's next attempt ?,neutral,would like see chang nokia 's next attempt
"When completed , the 120-meter Watchtower will be the highest building in Ireland .",neutral,complet 120-meter watchtow highest build ireland
"Viking will pay EUR 130 million for the new ship , which will be completed in January 2008 .",neutral,vike pay eur 130 million new ship complet januari 2008
"With the Basware Connectivity services , companies gain visibility to an audit trail that can be traced from order to goods delivery and invoice .",neutral,baswar connect servic compani gain visibl audit trail trace order good deliveri invoic
"www.countryelements.co.uk Designed by Patricia Burt , this is just one of a selection of distinctive hooked rugs created with recycled materials and dyed natural dyes .",neutral,www.countryelements.co.uk design patricia burt one select distinct hook rug creat recycl materi dy natur dye
You are warmly welcome !,neutral,warmli welcom
Approval by shareholders of Cencorp in accordance with Finnish law .,neutral,approv sharehold cencorp accord finnish law
"Tikkurila has an interesting growth strategy , which we support .",neutral,tikkurila interest growth strategi support
ASSA ABLOY Kaupthing Bank gave a ` neutral ' recommendation and a share price target of 174 crowns $ 24.7 - 19 euro on Swedish lock maker Assa Abloy AB .,neutral,assa abloy kaupth bank gave neutral recommend share price target 174 crown 24.7 19 euro swedish lock maker assa abloy ab
"` Ruukki has experience of logistics construction , competence in project management and also has the best references in terms of steel frame production and installation , ' says Onodi Stefan , General Manager of Arxikon Construction Company SRL , which is Ruukki 's customer .",positive,ruukki experi logist construct compet project manag also best refer term steel frame product instal say onodi stefan gener manag arxikon construct compani srl ruukki 's custom
` The investment in Matka-Vekka has been reasonable for investors in CapMan funds . ',neutral,invest matka-vekka reason investor capman fund
"`` As a part of the Eseries business promise , the Nokia E50 has been equipped with a variety of email solutions in a small and stylised package , '' said Dave Grannan , general manager , Enterprise Solutions , Nokia .",neutral,`` part eseri busi promis nokia e50 equip varieti email solut small stylis packag `` said dave grannan gener manag enterpris solut nokia
"`` As defences mature , attackers develop Trojans that are equipped with content filters to detect online banking activity for capturing account details using methods such as form grabbing , screen shots , video captures , keylogging and injection of form fields .",neutral,`` defenc matur attack develop trojan equip content filter detect onlin bank activ captur account detail use method form grab screen shot video captur keylog inject form field
`` I warmly welcome Michael Frei to Outotec .,positive,`` warmli welcom michael frei outotec
`` Nokia is just interested in bring Nokia to the market . '',neutral,`` nokia interest bring nokia market ``
`` Our aim is to understand different traffic patterns based on the use of each building .,neutral,`` aim understand differ traffic pattern base use build
`` Our approach is very much to only use raw materials that are produced in line with the principles of sustainable development .,neutral,`` approach much use raw materi produc line principl sustain develop
`` Our Vaalipalvelu-service was especially developed for use by communities and organizations .,neutral,`` vaalipalvelu-servic especi develop use commun organ
`` Rapala is excited to be partnering with RBFF and other industry leaders on this holiday promotion . '',neutral,`` rapala excit partner rbff industri leader holiday promot ``
`` Small well targeted acquisitions have played an important role in executing Satama 's strategy in the past couple of years .,neutral,`` small well target acquisit play import role execut satama 's strategi past coupl year
`` Social networking and location-based service trends comprise a significant share of the Internet traffic today and are appealing to MID users .,neutral,`` social network location-bas servic trend compris signific share internet traffic today appeal mid user
"`` The acquisition of Sampo Bank makes strategic sense for DB , '' says Lindsey Liddell , director of Fitch Ratings 's Financial Institutions Group .",positive,`` acquisit sampo bank make strateg sen db `` say lindsey liddel director fitch rate 's financi institut group
"`` The bond gathered subscriptions from some 400 investors and the issued amount can be considered substantial taking into account the main target group -- retail investors , '' Citycon CFO Eero Sihvonen said .",neutral,`` bond gather subscript 400 investor issu amount consid substanti take account main target group -- retail investor `` citycon cfo eero sihvonen said
`` The CHF is a great product .,positive,`` chf great product
`` The flex is a small price to pay for happy lenders . '',neutral,`` flex small price pay happi lender ``
"`` The industry is coming to an interesting fork in the road as both handset manufacturers and wireless carriers attempt to serve as the portal for Web-based service to your wireless handset , '' he wrote .",neutral,`` industri come interest fork road handset manufactur wireless carrier attempt serv portal web-bas servic wireless handset `` wrote
"`` The Intel Atom processor has had tremendous success in the marketplace since its launch over 2 years ago , '' said Pankaj Kedia , director of global ecosystem programs for Intel Corp. 's Ultra Mobility Group .",positive,`` intel atom processor tremend success marketplac sinc launch 2 year ago `` said pankaj kedia director global ecosystem program intel corp. 's ultra mobil group
"`` Tom Doring has a long and successful career in the drives business , and he knows the American market .",neutral,`` tom dore long success career drive busi know american market
"`` We have significant experience in smartphone functionality , in the development of mobile Internet services , and in uniting the two into a smooth user experience .",positive,`` signific experi smartphon function develop mobil internet servic unit two smooth user experi
`` With this new version it is very important for us to introduce a BIM process that is based on the detailed building information model .,neutral,`` new version import u introduc bim process base detail build inform model
18:30 Dinner The conference program can also be viewed as a live audio webcast through the internet pages at www.citycon.com .,neutral,18:30 dinner confer program also view live audio webcast internet page www.citycon.com
"3G data subscribers are also helping to maintain these growth levels , since data-only subscriptions push for more multiple SIM ownership .",neutral,3g data subscrib also help maintain growth level sinc data-onli subscript push multipl sim ownership
6 October 2010 - Finnish paints and coatings company Tikkurila Oyj HEL : TIK1V announced today the launch of Tikkurila ProHouse method for protection of wooden surfaces via treatment with Ultra Pro waterborne products .,neutral,6 octob 2010 finnish paint coat compani tikkurila oyj hel tik1v announc today launch tikkurila prohous method protect wooden surfac via treatment ultra pro waterborn product
A CUT ABOVE Bring the outdoors in with these birch-branch coasters .,neutral,cut bring outdoor birch-branch coaster
"A downloadable instruction sheet , instructional video , and project ideas for the award-winning Everywhere Punch TM Window System can be found at www.fiskars.com .",neutral,download instruct sheet instruct video project idea award-win everywher punch tm window system found www.fiskars.com
A new Kveyt light variety of Suomalainen Pekoni marketed under the Atria brand name is now available to consumers in Finland .,positive,new kveyt light varieti suomalainen pekoni market atrium brand name avail consum finland
A PLUMBING business has announced it is sponsoring a professional darts player .,neutral,plumb busi announc sponsor profession dart player
A realignment of interests in the sector is clearly under way .,positive,realign interest sector clearli way
"A. Le Coq Special was developed for the bicentenary of the company and the trade mark , the brewer said .",neutral,le coq special develop bicentenari compani trade mark brewer said
Estimations indicate that even up to 170 different tablet computers or reading devices will be available in 2011 .,neutral,estim indic even 170 differ tablet comput read devic avail 2011
"Finnish construction company YIT Corporation is planning to build about 200 high-quality holiday homes near the Tahko ski and spa resort , in Finland .",positive,finnish construct compani yit corpor plan build 200 high-qual holiday home near tahko ski spa resort finland
"After piloting , the instrument will be further developed according to the experiences gained .",neutral,pilot instrument develop accord experi gain
"And when it has lifted the veil on the various types of customer for which it designs its phones , the result is social stereotyping taken to a fine art .",neutral,lift veil variou type custom design phone result social stereotyp taken fine art
Another noticeable thing is that the search for Tata and Airtel brands was mostly related to ` broadband connections ' .,neutral,anoth notic thing search tata airtel brand mostli relat broadband connect
As an overall effect of the above-mentioned measures Glaston will recognize non-recurring expenses of EUR 12 million in the fourth quarter of 2008 .,neutral,overal effect above-ment measur glaston recogn non-recur expens eur 12 million fourth quarter 2008
Aspo has also investigated the sales opportunities of Kaukomarkkinat 's electronics business .,neutral,aspo also investig sale opportun kaukomarkkinat 's electron busi
"At a press conference , Lattelecom board chairman Nils Melngailis explained that Blackstone had been chosen for its experience in the IT sector as well as its financial strength .",positive,press confer lattelecom board chairman nil melngaili explain blackston chosen experi sector well financi strength
"At the beginning of the subscription period on May 2 , 2006 the share subscription price under B option right is EUR 10.22 per share .",neutral,begin subscript period may 2 2006 share subscript price b option right eur 10.22 per share
"Back then , Tikkurila 's former owner , Finnish chemicals company Kemira Oyj HEL : KRA1V , distributed an 86 % stake to Kemira shareholders to facilitate the divestment and listing of Tikkurila .",neutral,back tikkurila 's former owner finnish chemic compani kemira oyj hel kra1v distribut 86 stake kemira sharehold facilit divest list tikkurila
"Based on negotiations with personnel , some 20 % have indicated their willingness to move to the new location .",neutral,base negoti personnel 20 indic willing move new locat
BG Crane has a strong customer base in the on-road load handling and related installation and service businesses .,neutral,bg crane strong custom base on-road load handl relat instal servic busi
Both Mr Walden and Mr Ignatius will be responsible also for the newspapers ' business result .,neutral,mr walden mr ignatiu respons also newspap busi result
Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services .,neutral,capitex kalmar continu respons mainten technic develop servic
"Cathay Forest 's strategy is to develop sustainable , regenerative forest assets .",neutral,cathay forest 's strategi develop sustain regen forest asset
Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC glass reinforced concrete fabrication process .,neutral,chang as-built model design commun subcontractor accommod steel grc glass reinforc concret fabric process
"Chargers manufactured under the new platform are suitable for mobile phones , navigators , digital cameras , Bluetooth head sets , media players and other electronic devices .",neutral,charger manufactur new platform suitabl mobil phone navig digit camera bluetooth head set medium player electron devic
"com , and we are constantly planning new ways to serve our customers online on a more comprehensive basis , '' says Matti Leminen , President of Anttila Oy .",positive,com constantli plan new way serv custom onlin comprehens basi `` say matti leminen presid anttila oy
"Currently , YIT builds a housing estate Zapadnye Vorota 26,000 square metres in the city and a house 9,910 square metres , which will be completed at the end of 2009 .",neutral,"current yit build hous estat zapadny vorota 26,000 squar metr citi hous 9,910 squar metr complet end 2009"
Customers in a wide range of industries use our stainless steel and services worldwide .,neutral,custom wide rang industri use stainless steel servic worldwid
Delivery will start immediately in June 2008 and will be completed in 2008 .,neutral,deliveri start immedi june 2008 complet 2008
"Demonstrations of the broad capabilities of the Mobility Business Suite will be organized during the 3GSM World Congress in Barcelona , from February 12th to 15th .",neutral,demonstr broad capabl mobil busi suit organ 3gsm world congress barcelona februari 12th 15th
Each option right entitles the holder to subscribe for one new share at a subscription price of EUR0 .045 during the subscription period which ends on 31 December 2013 .,neutral,option right entitl holder subscrib one new share subscript price eur0 .045 subscript period end 31 decemb 2013
Elisa will expand the use of this technology provided the pilot proves successful .,neutral,elisa expand use technolog provid pilot prove success
"Elite Residence Tower , a new development by Tameer , is located at the heart of Dubai Marina .",neutral,elit resid tower new develop tameer locat heart dubai marina
Europe needs 17 new large paper machines .,neutral,europ need 17 new larg paper machin
Exel wants to serve its industrial customers with individual products .,neutral,exel want serv industri custom individu product
"Finnish bank Pohjola Bank Plc HEL : POH1S said today that it will issue a EUR 40 million USD 51.2 m index-linked bond , Pohjola Tutkimuksen Tahdet VIII-2010 Pohjola Research Stars VIII-2010 , on October 27 , 2010 .",neutral,finnish bank pohjola bank plc hel poh1 said today issu eur 40 million usd 51.2 index-link bond pohjola tutkimuksen tahdet viii-2010 pohjola research star viii-2010 octob 27 2010
"Finnish diversified holding company Aspo Oyj said on September 8 , 2008 that it will sell the Finnish tape business of its Kaukomarkkinat unit to local Oy Telpak Ab .",neutral,finnish diversifi hold compani aspo oyj said septemb 8 2008 sell finnish tape busi kaukomarkkinat unit local oy telpak ab
"Finnish retailer Stockmann has won approval from the board of Swedish rival Lindex for a public tender offer with the aim of expanding the companies ' presence in Russia and other CEE countries , Stockmann said Monday .",positive,finnish retail stockmann approv board swedish rival lindex public tender offer aim expand compani presenc russia cee countri stockmann said monday
"Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today it will temporarily lay off up to 200 people for a maximum of 90 day in Finland , aiming to achieve cost savings of EUR 1.7 million USD 2m in the second half of 2010 .",negative,finnish softwar hardwar develop elektrobit oyj hel ebg1v eb said today temporarili lay 200 peopl maximum 90 day finland aim achiev cost save eur 1.7 million usd 2m second half 2010
"Following the impact , the Altima hit a utility pole , causing a live electric line to fall onto the roadway .",neutral,follow impact altima hit util pole caus live electr line fall onto roadway
From Merisatama to the far corners of the world Asfaltti Osakeyhti+¦ Lemmink+Æinen was established in 1910 by a group of master builders in Helsinki as a specialist business and subcontractor .,neutral,merisatama far corner world asfaltti osakeyhti+¦ lemmink+æinen establish 1910 group master builder helsinki specialist busi subcontractor
"F-Secure , a developer of security solutions as a service through Internet Service Providers and mobile operators , announced results from its annual Online Wellbeing Survey .",neutral,f-secur develop secur solut servic internet servic provid mobil oper announc result annual onlin wellb survey
"Further concrete cooperation is also carried out through various projects , doctoral theses and diploma dissertations .",neutral,concret cooper also carri variou project doctor these diploma dissert
"Furthermore , the company will sell the warehouse and office buildings in Loudeac and Saint Marcel and lease new joint premises for these operations in Morvillars .",neutral,furthermor compani sell warehous offic build loudeac saint marcel lea new joint premis oper morvillar
"Handelsbanken ranked before Local Cooperative Banks and Aktia in customer loyalty this time too , however .",positive,handelsbanken rank local cooper bank aktia custom loyalti time howev
He is resting comfortably and is looking forward to getting back to work . '',neutral,rest comfort look forward get back work ``
"If the employee leaves the company within the duration of the cover , the money invested to ensure commitment is returned to the company .",neutral,employe leav compani within durat cover money invest ensur commit return compani
"In 2008 , Kemira recorded revenue of approximately EUR 2.8 billion and had a staff of 9,400 .",neutral,"2008 kemira record revenu approxim eur 2.8 billion staff 9,400"
"In accordance with the terms and conditions of Alma Media 's 2006 option program , the share subscription price for the 2006A option rights was EUR 4.88 per share and the book countervalue EUR 0.60 per share .",neutral,accord term condit alma medium 's 2006 option program share subscript price 2006a option right eur 4.88 per share book countervalu eur 0.60 per share
"In addition to supplying a new headbox and a modern sizing and coating unit , Vaahto Group will provide erection supervision , training and start-up services .",neutral,addit suppli new headbox modern size coat unit vaahto group provid erect supervis train start-up servic
"In Finland , Martela offers a comprehensive service that can cover the entire process of change from initial inventory and design to removal and maintenance .",neutral,finland martela offer comprehens servic cover entir process chang initi inventori design remov mainten
"In Finland , the corresponding service is Alma Media 's Etuovi.com , Finland 's most popular and best known nationwide online service for home and property sales .",neutral,finland correspond servic alma medium 's etuovi.com finland 's popular best known nationwid onlin servic home properti sale
"In Penttil+Æ 's vision , the most important reason for the transaction is Russia .",neutral,penttil+æ 's vision import reason transact russia
"In recent months , Capman has taken significant steps to simplify its operations , CEO Lennart Simonsen said .",positive,recent month capman taken signific step simplifi oper ceo lennart simonsen said
"In stead of being based on a soft drink , as is usual , the Teho energy drink is made with fresh water .",neutral,stead base soft drink usual teho energi drink made fresh water
"In the Baltics , the merger of the businesses of the two is expected to be completed in early 2008 .",neutral,baltic merger busi two expect complet earli 2008
"In the next few years , the ICT sector 's share of electricity consumption will be raised by the increase in the popularity of smartphones .",neutral,next year ict sector 's share electr consumpt rais increas popular smartphon
"In the video above Marimekko 's design manager , Noora Niiininoski , explains that the brands are a natural fit for each other because they both have a timeless style .",neutral,video marimekko 's design manag noora niiininoski explain brand natur fit timeless style
It also confirmed its earnings guidance for the whole 2009 issued in its report for the whole 2008 .,neutral,also confirm earn guidanc whole 2009 issu report whole 2008
"It also has strong assets in electronic media , employing 18,500 an increase of 9 percent on last year .",positive,"also strong asset electron medium employ 18,500 increas 9 percent last year"
It is hand-painted resin with real 14-0 trebles and is 75cm long by 25cm deep from top to bottom of the middle hook .,neutral,hand-paint resin real 14-0 trebl 75cm long 25cm deep top bottom middl hook
"It is part of the development of the world-class magnetite deposit at Karara , which has the known potential for over 30 million metric tons of annual processing of magnetite over its estimated 30-year life .",neutral,part develop world-class magnetit deposit karara known potenti 30 million metric ton annual process magnetit estim 30-year life
"It is the last smartphone running Maemo 5 , which is to be replaced with MeeGo , a joint project between Nokia , Intel and the open source community .",neutral,last smartphon run maemo 5 replac meego joint project nokia intel open sourc commun
"It makes a wide range of mobile devices with services and software that enable people to experience music , navigation , video , television , imaging , games and business mobility .",neutral,make wide rang mobil devic servic softwar enabl peopl experi music navig video televis imag game busi mobil
It offers advanced machinery maintenance and process development services to the pulp and paper industry in Northern China .,neutral,offer advanc machineri mainten process develop servic pulp paper industri northern china
"It operates under three distinct brands : United Supermarkets , Market Street and United Supermercado .",neutral,oper three distinct brand unit supermarket market street unit supermercado
"It s an area that is highly valued , because most of the land there has already been built on .",neutral,area highli valu land alreadi built
"Kaido Kaare , general director for Atria Eesti , says the company 's investments in the upgrade of the pig farms surpass EEK 150mn EUR 9.59 mn USD 14.19 mn in the past years .",positive,kaido kaar gener director atrium eesti say compani 's invest upgrad pig farm surpass eek 150mn eur 9.59 mn usd 14.19 mn past year
"Kaukopartio Oy has acquired specialized knowledge in Far Eastern operations , and industrial sourcing services are their core competence .",neutral,kaukopartio oy acquir special knowledg far eastern oper industri sourc servic core compet
Kaupthing Bank will publish its annual results for 2007 before markets open on Thursday 31 January .,neutral,kaupth bank publish annual result 2007 market open thursday 31 januari
"LONDON AFX - UK and European brokers ' recommendations issued today , as collated by AFX News from a range of market sources .",neutral,london afx uk european broker recommend issu today collat afx news rang market sourc
"LONDON ICIS -- Tikkurila has completed the sale of its powder coatings business to Finnish industrial coatings firm Teknos Group , the Finland-based decorative paints company said on Wednesday .",neutral,london ici -- tikkurila complet sale powder coat busi finnish industri coat firm tekno group finland-bas decor paint compani said wednesday
The fine print is here .,neutral,fine print
M. and a Master of Business Administration MBA .,neutral,m. master busi administr mba
Martela is a front runner in providing innovative solutions and customer service Martela designs and supplies interior solutions for working environments and public spaces .,neutral,martela front runner provid innov solut custom servic martela design suppli interior solut work environ public space
More than 80 special events in the three counties during four months were hosted by the library system and its nine branch libraries .,neutral,80 special event three counti four month host librari system nine branch librari
Ms Laakso will be responsible for HKScan 's HR functions and for their development in all of the Group ` smarket areas .,neutral,m laakso respons hkscan 's hr function develop group smarket area
